Country,Region,Happiness,GDP,Support,Life_Exp,Freedom,Corruption,Generosity,Year
Congo (Kinshasa),Sub-Saharan Africa,4.31099987,0.062487468,0.672159016,52.90000153,0.700793564,0.809403598,0.083637655,2020
Swaziland,Sub-Saharan Africa,4.308100224,0.827539742,0.770290196,51.18823624,0.646822274,0.708263338,-0.19920142,2020
Myanmar,Southeast Asia,4.308000088,0.67809093,0.78440702,58.96171188,0.895075202,0.645124316,0.560663998,2020
Comoros,Sub-Saharan Africa,4.288599968,0.415620774,0.625662446,57.34901047,0.547612607,0.780622602,0.090008408,2020
Togo,Sub-Saharan Africa,4.187200069,0.268116266,0.551312625,54.71989822,0.649828613,0.757733464,0.002667875,2020
Ethiopia,Sub-Saharan Africa,4.186200142,0.315125644,0.743307352,58.63959122,0.740795195,0.753690004,0.043377332,2020
Madagascar,Sub-Saharan Africa,4.165599823,0.244553208,0.668195903,59.10542679,0.557574093,0.817485631,-0.011823639,2020
Egypt,Middle East and North Africa,4.151400089,0.875228941,0.735447824,61.78015137,0.708354175,0.787726879,-0.196878314,2020
Sierra Leone,Sub-Saharan Africa,3.926399946,0.240560383,0.636142015,50.86514282,0.715315044,0.861330688,0.088660747,2020
Burundi,Sub-Saharan Africa,3.775300026,0,0.490325719,53.40000153,0.626350224,0.606934547,-0.017551597,2020
Zambia,Sub-Saharan Africa,3.759399891,0.536833763,0.698824465,55.29937744,0.806500256,0.801289678,0.078037128,2020
Haiti,Latin America and Caribbean,3.720799923,0.284734428,0.593247831,55.59862518,0.537825167,0.684767246,0.40053457,2020
Lesotho,Sub-Saharan Africa,3.652800083,0.45493874,0.780495703,48.00362396,0.738125861,0.857392073,-0.145732045,2020
India,South Asia,3.573299885,0.730576158,0.592200935,60.21518707,0.881444871,0.772042692,0.057551607,2020
Malawi,Sub-Saharan Africa,3.538000107,0.176534727,0.544007301,57.59288788,0.803223193,0.731700778,0.021433279,2020
Yemen,Middle East and North Africa,3.527400017,0.392701775,0.817980587,56.72728348,0.599920273,0.800287724,-0.157735437,2020
Botswana,Sub-Saharan Africa,3.478899956,0.997548997,0.779121757,58.92445374,0.821328104,0.777930915,-0.250394493,2020
Tanzania,Sub-Saharan Africa,3.476200104,0.457163125,0.688933194,57.49607468,0.82153976,0.619799435,0.109668687,2020
Central African Republic,Sub-Saharan Africa,3.475899935,0.041072082,0.319459856,45.20000076,0.640880644,0.891806662,0.082410358,2020
Rwanda,Sub-Saharan Africa,3.312299967,0.343242675,0.54083544,61.09884644,0.900589406,0.183541179,0.055483952,2020
Zimbabwe,Sub-Saharan Africa,3.299200058,0.425564021,0.763092756,55.61725998,0.711457908,0.81023699,-0.072063953,2020
South Sudan,Sub-Saharan Africa,2.816600084,0.289082974,0.553707123,51,0.451313615,0.763417304,0.016518548,2020
Afghanistan,South Asia,2.566900015,0.30070585,0.470366955,52.59000015,0.396573007,0.933686554,-0.0964294,2020
Finland,Western Europe,7.842,1.446,0.954,72,0.949,0.186,-0.098,2021
Denmark,Western Europe,7.62,1.502,0.954,72.7,0.946,0.179,0.03,2021
Switzerland,Western Europe,7.571,1.566,0.942,74.4,0.919,0.292,0.025,2021
Iceland,Western Europe,7.554,1.482,0.983,73,0.955,0.673,0.16,2021
Netherlands,Western Europe,7.464,1.501,0.942,72.4,0.913,0.338,0.175,2021
Norway,Western Europe,7.392,1.543,0.954,73.3,0.96,0.27,0.093,2021
Sweden,Western Europe,7.363,1.478,0.934,72.7,0.945,0.237,0.086,2021
Luxembourg,Western Europe,7.324,1.751,0.908,72.6,0.907,0.386,-0.034,2021
New Zealand,North America and ANZ,7.277,1.4,0.948,73.4,0.929,0.242,0.134,2021
Austria,Western Europe,7.268,1.492,0.934,73.3,0.908,0.481,0.042,2021
Australia,North America and ANZ,7.183,1.453,0.94,73.9,0.914,0.442,0.159,2021
Israel,Middle East and North Africa,7.157,1.376,0.939,73.503,0.8,0.753,0.031,2021
Germany,Western Europe,7.155,1.48,0.903,72.5,0.875,0.46,0.011,2021
Canada,North America and ANZ,7.103,1.447,0.926,73.8,0.915,0.415,0.089,2021
Ireland,Western Europe,7.085,1.644,0.947,72.4,0.879,0.363,0.077,2021
Costa Rica,Latin America and Caribbean,7.069,1.134,0.891,71.4,0.934,0.809,-0.126,2021
United Kingdom,Western Europe,7.064,1.423,0.934,72.5,0.859,0.459,0.233,2021
Czech Republic,Central and Eastern Europe,6.965,1.37,0.947,70.807,0.858,0.868,-0.208,2021
United States,North America and ANZ,6.951,1.533,0.92,68.2,0.837,0.698,0.098,2021
Belgium,Western Europe,6.834,1.463,0.906,72.199,0.783,0.646,-0.153,2021
France,Western Europe,6.69,1.421,0.942,74,0.822,0.571,-0.147,2021
Bahrain,Middle East and North Africa,6.647,1.409,0.862,69.495,0.925,0.722,0.089,2021
Malta,Western Europe,6.602,1.411,0.931,72.2,0.927,0.653,0.133,2021
Taiwan Province of China,East Asia,6.584,1.48,0.898,69.6,0.784,0.721,-0.07,2021
United Arab Emirates,Middle East and North Africa,6.561,1.555,0.844,67.333,0.932,0.589,0.074,2021
Saudi Arabia,Middle East and North Africa,6.494,1.435,0.891,66.603,0.877,0.684,-0.149,2021
Spain,Western Europe,6.491,1.375,0.932,74.7,0.761,0.745,-0.081,2021
Italy,Western Europe,6.483,1.393,0.88,73.8,0.693,0.866,-0.084,2021
Slovenia,Central and Eastern Europe,6.461,1.36,0.948,71.4,0.949,0.806,-0.101,2021
Guatemala,Latin America and Caribbean,6.435,0.845,0.813,64.958,0.906,0.775,-0.038,2021
Uruguay,Latin America and Caribbean,6.431,1.164,0.925,69.1,0.896,0.59,-0.092,2021
Singapore,Southeast Asia,6.377,1.695,0.915,76.953,0.927,0.082,-0.018,2021
Kosovo,Central and Eastern Europe,6.372,0.937,0.821,63.813,0.869,0.917,0.257,2021
Slovakia,Central and Eastern Europe,6.331,1.304,0.936,69.201,0.766,0.911,-0.124,2021
Brazil,Latin America and Caribbean,6.33,1.028,0.882,66.601,0.804,0.756,-0.071,2021
Mexico,Latin America and Caribbean,6.317,1.126,0.831,68.597,0.862,0.799,-0.147,2021
Jamaica,Latin America and Caribbean,6.309,0.891,0.877,67.5,0.89,0.884,-0.137,2021
Lithuania,Central and Eastern Europe,6.255,1.35,0.935,67.906,0.773,0.826,-0.203,2021
Cyprus,Western Europe,6.223,1.377,0.802,73.898,0.763,0.844,-0.015,2021
Estonia,Central and Eastern Europe,6.189,1.344,0.941,68.8,0.909,0.527,-0.106,2021
Panama,Latin America and Caribbean,6.18,1.298,0.896,69.652,0.872,0.856,-0.166,2021
Uzbekistan,Commonwealth of Independent States,6.179,0.769,0.918,65.255,0.97,0.515,0.311,2021
Chile,Latin America and Caribbean,6.172,1.2,0.882,70,0.742,0.83,-0.044,2021
Poland,Central and Eastern Europe,6.166,1.309,0.898,69.702,0.841,0.735,-0.165,2021
Kazakhstan,Commonwealth of Independent States,6.152,1.23,0.952,65.2,0.853,0.733,-0.069,2021
Romania,Central and Eastern Europe,6.14,1.275,0.832,67.355,0.845,0.938,-0.219,2021
Kuwait,Middle East and North Africa,6.106,1.461,0.843,66.9,0.867,0.736,-0.104,2021
Serbia,Central and Eastern Europe,6.078,1.101,0.873,68.6,0.778,0.835,0.002,2021
El Salvador,Latin America and Caribbean,6.061,0.845,0.762,66.402,0.888,0.688,-0.11,2021
Mauritius,Sub-Saharan Africa,6.049,1.178,0.905,66.701,0.867,0.789,-0.054,2021
Latvia,Central and Eastern Europe,6.032,1.285,0.927,67.1,0.715,0.8,-0.162,2021
Colombia,Latin America and Caribbean,6.012,1.021,0.847,68.001,0.837,0.841,-0.135,2021
Hungary,Central and Eastern Europe,5.992,1.301,0.943,68,0.755,0.876,-0.186,2021
Thailand,Southeast Asia,5.985,1.107,0.888,67.401,0.884,0.895,0.287,2021
Nicaragua,Latin America and Caribbean,5.972,0.693,0.864,67.657,0.836,0.664,0.02,2021
Japan,East Asia,5.94,1.389,0.884,75.1,0.796,0.638,-0.258,2021
Argentina,Latin America and Caribbean,5.929,1.162,0.898,69,0.828,0.834,-0.182,2021
Portugal,Western Europe,5.929,1.323,0.879,72.6,0.892,0.887,-0.244,2021
Honduras,Latin America and Caribbean,5.919,0.703,0.812,67.3,0.857,0.809,0.081,2021
Croatia,Central and Eastern Europe,5.882,1.251,0.924,70.799,0.754,0.939,-0.118,2021
Philippines,Southeast Asia,5.88,0.853,0.83,62,0.917,0.742,-0.097,2021
South Korea,East Asia,5.845,1.403,0.799,73.9,0.672,0.727,-0.083,2021
Peru,Latin America and Caribbean,5.84,0.986,0.832,68.25,0.822,0.891,-0.154,2021
Bosnia and Herzegovina,Central and Eastern Europe,5.813,1.032,0.87,68.098,0.706,0.931,0.113,2021
Moldova,Commonwealth of Independent States,5.766,0.985,0.857,65.699,0.822,0.918,-0.079,2021
Ecuador,Latin America and Caribbean,5.764,0.935,0.821,68.8,0.842,0.843,-0.124,2021
Kyrgyzstan,Commonwealth of Independent States,5.744,0.665,0.893,64.401,0.935,0.908,0.119,2021
Greece,Western Europe,5.723,1.273,0.823,72.6,0.582,0.823,-0.288,2021
Bolivia,Latin America and Caribbean,5.716,0.842,0.81,63.901,0.875,0.839,-0.077,2021
Mongolia,East Asia,5.677,0.966,0.935,62.5,0.708,0.856,0.116,2021
Paraguay,Latin America and Caribbean,5.653,0.983,0.893,65.9,0.876,0.882,0.028,2021
Montenegro,Central and Eastern Europe,5.581,1.155,0.858,68.699,0.708,0.812,-0.034,2021
Dominican Republic,Latin America and Caribbean,5.545,1.106,0.853,66.102,0.86,0.714,-0.133,2021
North Cyprus,Western Europe,5.536,1.377,0.82,73.898,0.795,0.626,0.012,2021
Belarus,Commonwealth of Independent States,5.534,1.124,0.91,66.253,0.65,0.627,-0.18,2021
Hong Kong,East Asia,5.477,1.525,0.836,76.82,0.717,0.403,0.067,2021
Russia,Commonwealth of Independent States,5.477,1.241,0.903,64.703,0.718,0.845,-0.111,2021
Tajikistan,Commonwealth of Independent States,5.466,0.508,0.86,64.281,0.832,0.553,-0.056,2021
Vietnam,Southeast Asia,5.411,0.817,0.85,68.034,0.94,0.796,-0.098,2021
Libya,Middle East and North Africa,5.41,1.044,0.827,62.3,0.771,0.667,-0.087,2021
Malaysia,Southeast Asia,5.384,1.259,0.817,67.102,0.895,0.839,0.125,2021
Indonesia,Southeast Asia,5.345,0.954,0.811,62.236,0.873,0.867,0.542,2021
Congo (Brazzaville),Sub-Saharan Africa,5.342,0.518,0.636,58.221,0.695,0.745,-0.068,2021
China,East Asia,5.339,1.061,0.811,69.593,0.904,0.755,-0.146,2021
Ivory Coast,Sub-Saharan Africa,5.306,0.669,0.644,50.114,0.741,0.794,-0.016,2021
Armenia,Commonwealth of Independent States,5.283,0.996,0.799,67.055,0.825,0.629,-0.168,2021
Nepal,South Asia,5.269,0.519,0.774,64.233,0.782,0.727,0.152,2021
Bulgaria,Central and Eastern Europe,5.266,1.181,0.931,67,0.788,0.932,-0.096,2021
Maldives,South Asia,5.198,1.115,0.913,70.6,0.854,0.825,0.024,2021
Azerbaijan,Commonwealth of Independent States,5.171,1.025,0.836,65.656,0.814,0.506,-0.223,2021
Cameroon,Sub-Saharan Africa,5.142,0.543,0.71,53.515,0.731,0.848,0.026,2021
Senegal,Sub-Saharan Africa,5.132,0.518,0.71,59.802,0.695,0.801,-0.046,2021
Albania,Central and Eastern Europe,5.117,1.008,0.697,68.999,0.785,0.901,-0.03,2021
North Macedonia,Central and Eastern Europe,5.101,1.068,0.805,65.474,0.751,0.905,0.038,2021
Ghana,Sub-Saharan Africa,5.088,0.68,0.727,57.586,0.807,0.848,0.123,2021
Niger,Sub-Saharan Africa,5.074,0.162,0.641,53.78,0.806,0.693,0.018,2021
Turkmenistan,Commonwealth of Independent States,5.066,1.046,0.983,62.409,0.877,0.888,0.273,2021
Gambia,Sub-Saharan Africa,5.051,0.367,0.69,55.16,0.697,0.746,0.424,2021
Benin,Sub-Saharan Africa,5.045,0.507,0.489,54.713,0.757,0.661,-0.034,2021
Laos,Southeast Asia,5.03,0.808,0.728,58.968,0.91,0.658,0.123,2021
Bangladesh,South Asia,5.025,0.635,0.693,64.8,0.877,0.682,-0.041,2021
Guinea,Sub-Saharan Africa,4.984,0.42,0.639,55.008,0.697,0.766,0.095,2021
South Africa,Sub-Saharan Africa,4.956,0.967,0.86,56.904,0.749,0.86,-0.067,2021
Turkey,Middle East and North Africa,4.948,1.26,0.822,67.199,0.576,0.776,-0.139,2021
Pakistan,South Asia,4.934,0.637,0.651,58.709,0.726,0.787,0.098,2021
Morocco,Middle East and North Africa,4.918,0.792,0.56,66.208,0.774,0.801,-0.236,2021
Venezuela,Latin America and Caribbean,4.892,0.852,0.861,66.7,0.615,0.827,-0.169,2021
Georgia,Commonwealth of Independent States,4.891,1.03,0.671,64.3,0.783,0.655,-0.238,2021
Algeria,Middle East and North Africa,4.887,0.946,0.802,66.005,0.48,0.752,-0.067,2021
Ukraine,Commonwealth of Independent States,4.875,0.979,0.888,64.902,0.724,0.924,-0.011,2021
Iraq,Middle East and North Africa,4.854,0.91,0.746,60.583,0.63,0.875,-0.053,2021
Gabon,Sub-Saharan Africa,4.852,1.037,0.776,59.962,0.731,0.84,-0.2,2021
Burkina Faso,Sub-Saharan Africa,4.834,0.364,0.672,54.151,0.695,0.748,-0.009,2021
Cambodia,Southeast Asia,4.83,0.603,0.765,62,0.959,0.843,0.034,2021
Mozambique,Sub-Saharan Africa,4.794,0.183,0.744,54.706,0.882,0.684,0.061,2021
Nigeria,Sub-Saharan Africa,4.759,0.663,0.74,50.102,0.737,0.878,0.037,2021
Mali,Sub-Saharan Africa,4.723,0.387,0.724,51.969,0.697,0.827,-0.036,2021
Iran,Middle East and North Africa,4.721,1.03,0.71,66.3,0.608,0.714,0.218,2021
Uganda,Sub-Saharan Africa,4.636,0.364,0.781,56.101,0.709,0.855,0.122,2021
Liberia,Sub-Saharan Africa,4.625,0.228,0.72,56.498,0.735,0.85,0.05,2021
Kenya,Sub-Saharan Africa,4.607,0.603,0.688,60.704,0.779,0.825,0.287,2021
Tunisia,Middle East and North Africa,4.596,0.919,0.691,67.201,0.656,0.87,-0.201,2021
Lebanon,Middle East and North Africa,4.584,1.045,0.848,67.355,0.525,0.898,-0.073,2021
Namibia,Sub-Saharan Africa,4.574,0.882,0.818,56.799,0.719,0.847,-0.149,2021
Palestinian Territories,Middle East and North Africa,4.517,0.646,0.826,62.25,0.653,0.821,-0.163,2021
Myanmar,Southeast Asia,4.426,0.666,0.779,59.302,0.876,0.66,0.509,2021
Jordan,Middle East and North Africa,4.395,0.89,0.767,67,0.755,0.705,-0.167,2021
Chad,Sub-Saharan Africa,4.355,0.255,0.619,48.478,0.579,0.807,0.041,2021
Sri Lanka,South Asia,4.325,0.99,0.827,67.299,0.841,0.863,0.079,2021
Swaziland,Sub-Saharan Africa,4.308,0.849,0.77,50.833,0.647,0.708,-0.185,2021
Comoros,Sub-Saharan Africa,4.289,0.488,0.626,57.349,0.548,0.781,0.082,2021
Egypt,Middle East and North Africa,4.283,0.954,0.75,61.998,0.749,0.795,-0.182,2021
Ethiopia,Sub-Saharan Africa,4.275,0.37,0.764,59,0.752,0.761,0.082,2021
Mauritania,Sub-Saharan Africa,4.227,0.666,0.795,57.161,0.561,0.731,-0.106,2021
Madagascar,Sub-Saharan Africa,4.208,0.266,0.686,59.305,0.552,0.803,-0.005,2021
Togo,Sub-Saharan Africa,4.107,0.254,0.569,54.914,0.619,0.772,0.032,2021
Zambia,Sub-Saharan Africa,4.073,0.528,0.708,55.809,0.782,0.823,0.061,2021
Sierra Leone,Sub-Saharan Africa,3.849,0.279,0.63,51.651,0.717,0.866,0.084,2021
India,South Asia,3.819,0.741,0.603,60.633,0.893,0.774,0.089,2021
Burundi,Sub-Saharan Africa,3.775,0,0.49,53.4,0.626,0.607,-0.024,2021
Yemen,Middle East and North Africa,3.658,0.329,0.832,57.122,0.602,0.8,-0.147,2021
Tanzania,Sub-Saharan Africa,3.623,0.433,0.702,57.999,0.833,0.577,0.183,2021
Haiti,Latin America and Caribbean,3.615,0.294,0.54,55.7,0.593,0.721,0.422,2021
Malawi,Sub-Saharan Africa,3.6,0.113,0.537,57.948,0.78,0.729,0.038,2021
Lesotho,Sub-Saharan Africa,3.512,0.451,0.787,48.7,0.715,0.915,-0.131,2021
Botswana,Sub-Saharan Africa,3.467,1.099,0.784,59.269,0.824,0.801,-0.246,2021
Rwanda,Sub-Saharan Africa,3.415,0.364,0.552,61.4,0.897,0.167,0.061,2021
Zimbabwe,Sub-Saharan Africa,3.145,0.457,0.75,56.201,0.677,0.821,-0.047,2021
Afghanistan,South Asia,2.523,0.37,0.463,52.493,0.382,0.924,-0.102,2021
Finland,Western Europe,7.842,1.446,0.954,72,0.949,0.186,-0.098,2022
Denmark,Western Europe,7.62,1.502,0.954,72.7,0.946,0.179,0.03,2022
Switzerland,Western Europe,7.571,1.566,0.942,74.4,0.919,0.292,0.025,2022
Iceland,Western Europe,7.554,1.482,0.983,73,0.955,0.673,0.16,2022
Netherlands,Western Europe,7.464,1.501,0.942,72.4,0.913,0.338,0.175,2022
Norway,Western Europe,7.392,1.543,0.954,73.3,0.96,0.27,0.093,2022
Sweden,Western Europe,7.363,1.478,0.934,72.7,0.945,0.237,0.086,2022
Luxembourg,Western Europe,7.324,1.751,0.908,72.6,0.907,0.386,-0.034,2022
New Zealand,North America and ANZ,7.277,1.4,0.948,73.4,0.929,0.242,0.134,2022
Austria,Western Europe,7.268,1.492,0.934,73.3,0.908,0.481,0.042,2022
Australia,North America and ANZ,7.183,1.453,0.94,73.9,0.914,0.442,0.159,2022
Israel,Middle East and North Africa,7.157,1.376,0.939,73.503,0.8,0.753,0.031,2022
Germany,Western Europe,7.155,1.48,0.903,72.5,0.875,0.46,0.011,2022
Canada,North America and ANZ,7.103,1.447,0.926,73.8,0.915,0.415,0.089,2022
Ireland,Western Europe,7.085,1.644,0.947,72.4,0.879,0.363,0.077,2022
Costa Rica,Latin America and Caribbean,7.069,1.134,0.891,71.4,0.934,0.809,-0.126,2022
United Kingdom,Western Europe,7.064,1.423,0.934,72.5,0.859,0.459,0.233,2022
Czech Republic,Central and Eastern Europe,6.965,1.37,0.947,70.807,0.858,0.868,-0.208,2022
United States,North America and ANZ,6.951,1.533,0.92,68.2,0.837,0.698,0.098,2022
Belgium,Western Europe,6.834,1.463,0.906,72.199,0.783,0.646,-0.153,2022
France,Western Europe,6.69,1.421,0.942,74,0.822,0.571,-0.147,2022
Bahrain,Middle East and North Africa,6.647,1.409,0.862,69.495,0.925,0.722,0.089,2022
Malta,Western Europe,6.602,1.411,0.931,72.2,0.927,0.653,0.133,2022
Taiwan Province of China,East Asia,6.584,1.48,0.898,69.6,0.784,0.721,-0.07,2022
United Arab Emirates,Middle East and North Africa,6.561,1.555,0.844,67.333,0.932,0.589,0.074,2022
Saudi Arabia,Middle East and North Africa,6.494,1.435,0.891,66.603,0.877,0.684,-0.149,2022
Spain,Western Europe,6.491,1.375,0.932,74.7,0.761,0.745,-0.081,2022
Italy,Western Europe,6.483,1.393,0.88,73.8,0.693,0.866,-0.084,2022
Slovenia,Central and Eastern Europe,6.461,1.36,0.948,71.4,0.949,0.806,-0.101,2022
Guatemala,Latin America and Caribbean,6.435,0.845,0.813,64.958,0.906,0.775,-0.038,2022
Uruguay,Latin America and Caribbean,6.431,1.164,0.925,69.1,0.896,0.59,-0.092,2022
Singapore,Southeast Asia,6.377,1.695,0.915,76.953,0.927,0.082,-0.018,2022
Kosovo,Central and Eastern Europe,6.372,0.937,0.821,63.813,0.869,0.917,0.257,2022
Slovakia,Central and Eastern Europe,6.331,1.304,0.936,69.201,0.766,0.911,-0.124,2022
Brazil,Latin America and Caribbean,6.33,1.028,0.882,66.601,0.804,0.756,-0.071,2022
Mexico,Latin America and Caribbean,6.317,1.126,0.831,68.597,0.862,0.799,-0.147,2022
Jamaica,Latin America and Caribbean,6.309,0.891,0.877,67.5,0.89,0.884,-0.137,2022
Lithuania,Central and Eastern Europe,6.255,1.35,0.935,67.906,0.773,0.826,-0.203,2022
Cyprus,Western Europe,6.223,1.377,0.802,73.898,0.763,0.844,-0.015,2022
Estonia,Central and Eastern Europe,6.189,1.344,0.941,68.8,0.909,0.527,-0.106,2022
Panama,Latin America and Caribbean,6.18,1.298,0.896,69.652,0.872,0.856,-0.166,2022
Uzbekistan,Commonwealth of Independent States,6.179,0.769,0.918,65.255,0.97,0.515,0.311,2022
Chile,Latin America and Caribbean,6.172,1.2,0.882,70,0.742,0.83,-0.044,2022
Poland,Central and Eastern Europe,6.166,1.309,0.898,69.702,0.841,0.735,-0.165,2022
Kazakhstan,Commonwealth of Independent States,6.152,1.23,0.952,65.2,0.853,0.733,-0.069,2022
Romania,Central and Eastern Europe,6.14,1.275,0.832,67.355,0.845,0.938,-0.219,2022
Kuwait,Middle East and North Africa,6.106,1.461,0.843,66.9,0.867,0.736,-0.104,2022
Serbia,Central and Eastern Europe,6.078,1.101,0.873,68.6,0.778,0.835,0.002,2022
El Salvador,Latin America and Caribbean,6.061,0.845,0.762,66.402,0.888,0.688,-0.11,2022
Mauritius,Sub-Saharan Africa,6.049,1.178,0.905,66.701,0.867,0.789,-0.054,2022
Latvia,Central and Eastern Europe,6.032,1.285,0.927,67.1,0.715,0.8,-0.162,2022
Colombia,Latin America and Caribbean,6.012,1.021,0.847,68.001,0.837,0.841,-0.135,2022
Hungary,Central and Eastern Europe,5.992,1.301,0.943,68,0.755,0.876,-0.186,2022
Thailand,Southeast Asia,5.985,1.107,0.888,67.401,0.884,0.895,0.287,2022
Nicaragua,Latin America and Caribbean,5.972,0.693,0.864,67.657,0.836,0.664,0.02,2022
Japan,East Asia,5.94,1.389,0.884,75.1,0.796,0.638,-0.258,2022
Argentina,Latin America and Caribbean,5.929,1.162,0.898,69,0.828,0.834,-0.182,2022
Portugal,Western Europe,5.929,1.323,0.879,72.6,0.892,0.887,-0.244,2022
Honduras,Latin America and Caribbean,5.919,0.703,0.812,67.3,0.857,0.809,0.081,2022
Croatia,Central and Eastern Europe,5.882,1.251,0.924,70.799,0.754,0.939,-0.118,2022
Philippines,Southeast Asia,5.88,0.853,0.83,62,0.917,0.742,-0.097,2022
South Korea,East Asia,5.845,1.403,0.799,73.9,0.672,0.727,-0.083,2022
Peru,Latin America and Caribbean,5.84,0.986,0.832,68.25,0.822,0.891,-0.154,2022
Bosnia and Herzegovina,Central and Eastern Europe,5.813,1.032,0.87,68.098,0.706,0.931,0.113,2022
Moldova,Commonwealth of Independent States,5.766,0.985,0.857,65.699,0.822,0.918,-0.079,2022
Ecuador,Latin America and Caribbean,5.764,0.935,0.821,68.8,0.842,0.843,-0.124,2022
